Date of Trade,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date,unadjusted_quantity,unadjusted_price,split_adjustment_factor
 11/28/2022, YOU SOLD SHORT SALE PROSHARES TR ULTSHT REAL EST (SRS) (Short),SRS, PROSHARES TR ULTSHT REAL EST,Short,-25.0,71.4,,0.05,,1784.95,107993.89,11/30/2022,-100,17.85,0.25
 11/30/2022, YOU SOLD SHORT SALE PROSHARES ULTRAPRO MIDCAP400 (UMDD) (Short),UMDD, PROSHARES ULTRAPRO MIDCAP400,Short,-10.0,20.84,,0.01,,208.39,107993.89,12/2/2022,-10,20.84,1.0
 11/30/2022, YOU SOLD SHORT SALE PROSHARES TR ULTPRO SHT (SMDD) (Short),SMDD, PROSHARES TR ULTPRO SHT,Short,-80.0,19.58,,0.04,,1566.36,107993.89,12/2/2022,-80,19.58,1.0
 11/30/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-10.0,318.5,,0.08,,3184.97,107993.89,12/2/2022,-100,31.85,0.1
 11/30/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY SM CP BEAR (TZA) (Short),TZA, DIREXION SHS ETF TR DAILY SM CP BEAR,Short,-160.0,29.67,,0.11,,4747.15,107993.89,12/2/2022,-160,29.67,1.0
 11/30/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-20.0,38.86,,0.02,,777.18,107993.89,12/2/2022,-20,38.86,1.0
 11/30/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-10.0,13.19,,0.01,,131.89,107993.89,12/2/2022,-10,13.19,1.0
 12/02/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.6000000000000001,3624.999999999999,,0.05,,2174.72,111909.71,12/6/2022,-60,36.25,0.01
 12/02/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-48.0,8.385,,0.01,,402.47,111909.71,12/6/2022,-24,16.77,2.0
 12/05/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (OILD) (Short),OILD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-10.0,25.14,,0.01,,251.39,111450.45,12/7/2022,-10,25.14,1.0
 12/06/2022, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS U S B... (NRGD) (Short),NRGD, BANK MONTREAL QUE MICROSECTORS U S BIG ,Short,-5.0,334.98,,0.04,,1674.86,111450.45,12/8/2022,-5,334.98,1.0
 01/03/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.3500000000000001,1434.9999999999998,,0.02,,502.27,113015.25,1/5/2023,-35,14.35,0.01
 01/05/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.4000000000000001,1253.9999999999998,,0.02,,501.58,112480.91,1/9/2023,-40,12.54,0.01
 01/13/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,Short,-16.5,61.3,,0.03,,1011.42,118914.5,1/18/2023,-165,6.13,0.1
 01/17/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,BTC,100.0,30.26,,,,-3026.0,118914.5,1/19/2023,100,30.26,1.0
 01/17/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,BTC,33.0,30.26,,,,-998.58,118914.5,1/19/2023,33,30.26,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.3,1140.9999999999998,,0.01,,342.32,118914.5,1/19/2023,-30,11.41,0.01
 01/17/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,86.0,19.51,,,,-1677.93,118914.5,1/19/2023,43,39.02,2.0
 01/17/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB OIL (SCO) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL,BTC,170.0,23.52,,,,-3998.69,118914.5,1/19/2023,170,23.52,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB OIL (SCO) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL,Short,-85.0,23.59,,0.05,,2005.1,118914.5,1/19/2023,-85,23.59,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO S&P500 (UPRO) (Short),UPRO, PROSHARES ULTRAPRO S&P500,Short,-50.0,36.69,,0.05,,1834.63,118914.5,1/19/2023,-50,36.69,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO DOW30 (UDOW) (Short),UDOW, PROSHARES ULTRAPRO DOW30,Short,-14.0,60.39,,0.02,,845.45,118914.5,1/19/2023,-14,60.39,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO RUSSELL2000 (URTY) (Short),URTY, PROSHARES ULTRAPRO RUSSELL2000,Short,-35.0,45.53,,0.04,,1593.51,118914.5,1/19/2023,-35,45.53,1.0
 01/17/2023, YOU BOUGHT SHORT COVER PROSHARES ULTRA REAL ESTATE (URE) (Short),URE, PROSHARES ULTRA REAL ESTATE,BTC,27.0,66.2,,,,-1787.4,118914.5,1/19/2023,27,66.2,1.0
 01/17/2023, YOU BOUGHT SHORT COVER PROSHARES ULTRA REAL ESTATE (URE) (Short),URE, PROSHARES ULTRA REAL ESTATE,BTC,27.0,66.65,,,,-1799.55,118914.5,1/19/2023,27,66.65,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES ULTRA SMALLCAP600 (SAA) (Short),SAA, PROSHARES ULTRA SMALLCAP600,Short,-82.0,23.58,,0.05,,1933.51,118914.5,1/19/2023,-82,23.58,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES ULTRA HEALTH CARE (RXL) (Short),RXL, PROSHARES ULTRA HEALTH CARE,Short,-11.0,94.01,,0.03,,1034.08,118914.5,1/19/2023,-11,94.01,1.0
 01/17/2023, YOU BOUGHT SHORT COVER PROSHARES ULTRA UTILITIES (UPW) (Short),UPW, PROSHARES ULTRA UTILITIES,BTC,70.0,71.14,,,,-4979.8,118914.5,1/19/2023,70,71.14,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRA ENERGY (DIG) (Short),DIG, PROSHARES TR ULTRA ENERGY,Short,-36.0,44.54,,0.04,,1603.39,118914.5,1/19/2023,-36,44.54,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRASHORT MATER (SMN) (Short),SMN, PROSHARES TR ULTRASHORT MATER,Short,-30.0,9.21,,0.01,,276.22,118914.5,1/19/2023,-30,9.21,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES TR ULTSHT REAL EST (SRS) (Short),SRS, PROSHARES TR ULTSHT REAL EST,Short,-2.5,62.96,,0.01,,157.39,118914.5,1/19/2023,-10,15.74,0.25
 01/17/2023, YOU BOUGHT SHORT COVER PROSHARES TR ULTRAPRO SHT QQQ (SQQQ) (Short),SQQQ, PROSHARES TR ULTRAPRO SHT QQQ,BTC,8.8,228.6,,,,-2011.73,118914.5,1/19/2023,44,45.72,0.2
 01/17/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRASHORT ENRGY (DUG) (Short),DUG, PROSHARES TR ULTRASHORT ENRGY,Short,-128.0,11.7,,0.04,,1497.56,118914.5,1/19/2023,-128,11.7,1.0
 01/17/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRAPRO SHORT S 1 FOR ... (74347B110) (Short),SPXU, PROSHARES TR ULTRAPRO SHORT S 1 FOR 5 R,Short,-17.400000000000002,74.74999999999999,,0.03,,1300.62,118914.5,1/19/2023,-87,14.95,0.2
 01/17/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY GOLD MINER (DUST) (Short),DUST, DIREXION SHS ETF TR DAILY GOLD MINER,Short,-16.7,119.8,,0.05,,2000.61,118914.5,1/19/2023,-167,11.98,0.1
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY JR GLD MIN... (JNUG) (Short),JNUG, DIREXION SHS ETF TR DAILY JR GLD MIN IN,BTC,83.0,43.34,,,,-3597.32,118914.5,1/19/2023,83,43.34,1.0
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY JR GLD MIN... (JNUG) (Short),JNUG, DIREXION SHS ETF TR DAILY JR GLD MIN IN,BTC,23.0,43.31,,,,-996.19,118914.5,1/19/2023,23,43.31,1.0
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,BTC,34.0,64.8,,,,-2201.57,118914.5,1/19/2023,340,6.48,0.1
 01/17/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY GOLD INDX 2X (NUGT) (Short),NUGT, DIREXION SHS ETF TR DLY GOLD INDX 2X,Short,-49.0,41.16,,0.05,,2016.79,118914.5,1/19/2023,-49,41.16,1.0
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,BTC,68.0,37.7575,,,,-2567.51,118914.5,1/19/2023,17,151.03,4.0
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,BTC,52.0,38.525,,,,-2003.3,118914.5,1/19/2023,13,154.1,4.0
 01/17/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY REAL ESTAT (DRV) (Short),DRV, DIREXION SHS ETF TR DAILY REAL ESTAT,Short,-18.0,42.97,,0.02,,773.36,118914.5,1/19/2023,-18,42.97,1.0
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,BTC,3.4000000000000004,343.8,,,,-1168.92,118914.5,1/19/2023,34,34.38,0.1
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,BTC,14.0,285.2,,,,-3992.72,118914.5,1/19/2023,140,28.52,0.1
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,BTC,3.5,281.29999999999995,,,,-984.38,118914.5,1/19/2023,35,28.13,0.1
 01/17/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P500 BR 3X (SPXS) (Short),SPXS, DIREXION SHS ETF TR DLY S&P500 BR 3X,Short,-10.0,19.76,,0.01,,197.54,118914.5,1/19/2023,-10,19.76,1.0
 01/17/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY SM CP BEAR (TZA) (Short),TZA, DIREXION SHS ETF TR DAILY SM CP BEAR,BTC,140.0,28.62,,,,-4006.1,118914.5,1/19/2023,140,28.62,1.0
 01/17/2023, YOU SOLD SHORT SALE DIREXION DAILY FINANCIAL BULL 3X SHARES (FAS) (Short),FAS, DIREXION DAILY FINANCIAL BULL 3X SHARES,Short,-6.0,84.21,,0.02,,505.24,118914.5,1/19/2023,-6,84.21,1.0
 01/17/2023, YOU SOLD SHORT SALE DIREXION DLY S&P 500 BULL 3X (SPXL) (Short),SPXL, DIREXION DLY S&P 500 BULL 3X,Short,-18.0,69.58,,0.03,,1252.5,118914.5,1/19/2023,-18,69.58,1.0
 01/17/2023, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-20.0,38.53,,0.02,,770.58,118914.5,1/19/2023,-20,38.53,1.0
 01/17/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY REAL EST B (DRN) (Short),DRN, DIREXION SHS ETF TR DAILY REAL EST B,Short,-177.0,11.98,,0.05,,2120.41,118914.5,1/19/2023,-177,11.98,1.0
 01/17/2023, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-230.0,12.94,,0.07,,2976.13,118914.5,1/19/2023,-230,12.94,1.0
 01/17/2023, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-78.0,25.5,,0.05,,1988.95,118914.5,1/19/2023,-78,25.5,1.0
 01/17/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (OILD) (Short),OILD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-76.0,23.19,,0.05,,1762.39,118914.5,1/19/2023,-76,23.19,1.0
 01/17/2023, YOU BOUGHT SHORT COVER BANK MONTREAL QUE MICROSECTORS U S B... (NRGD) (Short),NRGD, BANK MONTREAL QUE MICROSECTORS U S BIG ,BTC,2.0,293.65,,,,-587.3,118914.5,1/19/2023,2,293.65,1.0
 01/17/2023, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS US BIG... (BNKU) (Short),BNKU, BANK OF MONTREAL MICROSECTORS US BIG 0.,Short,-65.0,30.85,,0.05,,2005.2,118914.5,1/19/2023,-65,30.85,1.0
 01/17/2023, YOU SOLD SHORT SALE MICROSECTORS GOLD MINERS 3X INVERSE ... (063679641) (Short),SHNY, MICROSECTORS GOLD MINERS 3X INVERSE 0.0,Short,-321.0,6.22,,0.05,,1996.57,118914.5,1/19/2023,-321,6.22,1.0
 01/17/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679625) (Short),BNKU, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-236.0,8.42,,0.05,,1987.07,118914.5,1/19/2023,-236,8.42,1.0
 01/17/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679591) (Short),BERZ, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-7.300000000000001,272.2,,0.05,,1987.01,118914.5,1/19/2023,-73,27.22,0.1
 01/17/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS OIL 0... (OILU) (Short),OILU, BANK MONTREAL QUE MICROSECTORS OIL 0.00,Short,-36.0,55.52,,0.05,,1998.81,118914.5,1/19/2023,-36,55.52,1.0
 01/17/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE ICROSECTORS FANG &... (BULZ) (Short),BULZ, BANK MONTREAL QUE ICROSECTORS FANG & 0.,Short,-63.0,27.33,,0.04,,1721.86,118914.5,1/19/2023,-63,27.33,1.0
 01/17/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS GOLD ... (GDXU) (Short),GDXU, BANK MONTREAL QUE MICROSECTORS GOLD 0.0,Short,-27.0,54.0,,0.04,,1458.01,118914.5,1/19/2023,-27,54.0,1.0
 01/17/2023, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS FANG T... (FNGU) (Short),FNGU, BANK OF MONTREAL MICROSECTORS FANG TM 0,Short,-27.0,54.63,,0.04,,1474.97,118914.5,1/19/2023,-27,54.63,1.0
 01/17/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (06367V204) (Short),FNGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-4.4,452.9,,0.05,,1992.82,118914.5,1/19/2023,-44,45.29,0.1
 01/17/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS US BI... (NRGU) (Short),NRGU, BANK MONTREAL QUE MICROSECTORS US BIG O,Short,-3.0,522.82,,0.04,,1568.42,118914.5,1/19/2023,-3,522.82,1.0
 01/18/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO MIDCAP400 (UMDD) (Short),UMDD, PROSHARES ULTRAPRO MIDCAP400,Short,-79.0,20.3,,0.04,,1603.7,118914.5,1/20/2023,-79,20.3,1.0
 01/18/2023, YOU SOLD SHORT SALE PROSHARES ULTRA REAL ESTATE (URE) (Short),URE, PROSHARES ULTRA REAL ESTATE,Short,-25.0,63.89,,0.04,,1597.21,118914.5,1/20/2023,-25,63.89,1.0
 01/19/2023, YOU SOLD SHORT SALE VS TRUST 2X LONG VIX FUT 1 FOR 5 R/S... (92891H309) (Short),UVIX, VS TRUST 2X LONG VIX FUT 1 FOR 5 R/S IN,Short,-470.0,4.47,,0.05,,2101.32,118914.5,1/23/2023,-470,4.47,1.0
 01/19/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,BTC,2.2500000000000004,1015.9999999999998,,,,-2287.13,118914.5,1/23/2023,225,10.16,0.01
 01/19/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,162.0,20.825,,,,-3373.46,118914.5,1/23/2023,81,41.65,2.0
 01/19/2023, YOU BOUGHT SHORT COVER PROSHARES ULTRAPRO QQQ (TQQQ) (Short),TQQQ, PROSHARES ULTRAPRO QQQ,BTC,20.0,18.86,,,,-377.1,118914.5,1/23/2023,20,18.86,1.0
 01/19/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO DOW30 (UDOW) (Short),UDOW, PROSHARES ULTRAPRO DOW30,Short,-4.0,55.95,,0.01,,223.77,118914.5,1/23/2023,-4,55.95,1.0
 01/19/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO MIDCAP400 (UMDD) (Short),UMDD, PROSHARES ULTRAPRO MIDCAP400,Short,-10.0,19.21,,0.01,,192.06,118914.5,1/23/2023,-10,19.21,1.0
 01/19/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO RUSSELL2000 (URTY) (Short),URTY, PROSHARES ULTRAPRO RUSSELL2000,Short,-6.0,41.54,,0.01,,249.24,118914.5,1/23/2023,-6,41.54,1.0
 01/19/2023, YOU SOLD SHORT SALE PROSHARES ULTRA REAL ESTATE (URE) (Short),URE, PROSHARES ULTRA REAL ESTATE,Short,-4.0,63.67,,0.01,,254.67,118914.5,1/23/2023,-4,63.67,1.0
 01/19/2023, YOU SOLD SHORT SALE PROSHARES TR II SHT VIX ST TRM (SVXY) (Short),SVXY, PROSHARES TR II SHT VIX ST TRM,Short,-34.0,62.33,,0.05,,2119.26,118914.5,1/23/2023,-34,62.33,1.0
 01/19/2023, YOU BOUGHT SHORT COVER PROSHARES ULTRA HEALTH CARE (RXL) (Short),RXL, PROSHARES ULTRA HEALTH CARE,BTC,20.0,90.77,,,,-1815.3,118914.5,1/23/2023,20,90.77,1.0
 01/19/2023, YOU BOUGHT SHORT COVER PROSHARES ULTRA HEALTH CARE (RXL) (Short),RXL, PROSHARES ULTRA HEALTH CARE,BTC,1.0,90.77,,,,-90.77,118914.5,1/23/2023,1,90.77,1.0
 01/19/2023, YOU SOLD SHORT SALE PROSHARES ULTRA UTILITIES (UPW) (Short),UPW, PROSHARES ULTRA UTILITIES,Short,-3.0,66.2,,0.01,,198.59,118914.5,1/23/2023,-3,66.2,1.0
 01/19/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRA ENERGY (DIG) (Short),DIG, PROSHARES TR ULTRA ENERGY,Short,-5.0,42.61,,0.01,,213.04,118914.5,1/23/2023,-5,42.61,1.0
 01/19/2023, YOU BOUGHT SHORT COVER PROSHARES TR ULTSHT HLTHCRE (RXD) (Short),RXD, PROSHARES TR ULTSHT HLTHCRE,BTC,20.0,12.4,,,,-248.0,118914.5,1/23/2023,20,12.4,1.0
 01/19/2023, YOU BOUGHT SHORT COVER PROSHARES TR ULTRAPRO SHT QQQ (SQQQ) (Short),SQQQ, PROSHARES TR ULTRAPRO SHT QQQ,BTC,11.2,244.0,,,,-2732.8,118914.5,1/23/2023,56,48.8,0.2
 01/19/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY GOLD MINER (DUST) (Short),DUST, DIREXION SHS ETF TR DAILY GOLD MINER,Short,-2.0,117.0,,0.01,,234.01,118914.5,1/23/2023,-20,11.7,0.1
 01/19/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,BTC,24.0,36.15,,,,-867.61,118914.5,1/23/2023,6,144.6,4.0
 01/19/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,BTC,3.3000000000000003,303.7,,,,-1002.05,118914.5,1/23/2023,33,30.37,0.1
 01/19/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,BTC,71.0,14.08,,,,-999.33,118914.5,1/23/2023,71,14.08,1.0
 01/19/2023, YOU SOLD SHORT SALE DIREXION DAILY FINANCIAL BULL 3X SHARES (FAS) (Short),FAS, DIREXION DAILY FINANCIAL BULL 3X SHARES,Short,-5.0,75.65,,0.01,,378.24,118914.5,1/23/2023,-5,75.65,1.0
 01/19/2023, YOU SOLD SHORT SALE DIREXION DLY S&P 500 BULL 3X (SPXL) (Short),SPXL, DIREXION DLY S&P 500 BULL 3X,Short,-4.0,64.45,,0.01,,257.79,118914.5,1/23/2023,-4,64.45,1.0
 01/19/2023, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-9.0,35.49,,0.01,,319.4,118914.5,1/23/2023,-9,35.49,1.0
 01/19/2023, YOU BOUGHT SHORT COVER DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,BTC,82.0,12.08,,,,-990.17,118914.5,1/23/2023,82,12.08,1.0
 01/19/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (OILD) (Short),OILD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-10.0,23.01,,0.01,,230.09,118914.5,1/23/2023,-10,23.01,1.0
 01/19/2023, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS US BIG... (BNKU) (Short),BNKU, BANK OF MONTREAL MICROSECTORS US BIG 0.,Short,-10.0,27.03,,0.01,,270.26,118914.5,1/23/2023,-10,27.03,1.0
 01/19/2023, YOU SOLD SHORT SALE MICROSECTORS GOLD MINERS 3X INVERSE ... (063679641) (Short),SHNY, MICROSECTORS GOLD MINERS 3X INVERSE 0.0,Short,-40.0,5.99,,0.01,,239.59,118914.5,1/23/2023,-40,5.99,1.0
 01/19/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS OIL 0... (OILU) (Short),OILU, BANK MONTREAL QUE MICROSECTORS OIL 0.00,Short,-5.0,52.26,,0.01,,261.29,118914.5,1/23/2023,-5,52.26,1.0
 01/19/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE ICROSECTORS FANG &... (BULZ) (Short),BULZ, BANK MONTREAL QUE ICROSECTORS FANG & 0.,Short,-10.0,25.28,,0.01,,252.79,118914.5,1/23/2023,-10,25.28,1.0
 01/19/2023, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS FANG T... (FNGU) (Short),FNGU, BANK OF MONTREAL MICROSECTORS FANG TM 0,Short,-5.0,50.02,,0.01,,250.09,118914.5,1/23/2023,-5,50.02,1.0
 01/20/2023, YOU SOLD SHORT SALE VS TRUST 2X LONG VIX FUT 1 FOR 5 R/S... (92891H309) (Short),UVIX, VS TRUST 2X LONG VIX FUT 1 FOR 5 R/S IN,Short,-55.0,4.26,,0.01,,234.02,118713.51,1/24/2023,-55,4.26,1.0
 01/20/2023, YOU SOLD SHORT SALE PROSHARES TR ULTSHT SMLCP600 (SDD) (Short),SDD, PROSHARES TR ULTSHT SMLCP600,Short,-55.0,23.1,,0.03,,1270.47,118713.51,1/24/2023,-55,23.1,1.0
 01/20/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,Short,-3.0,61.7,,0.01,,185.09,118713.51,1/24/2023,-30,6.17,0.1
 01/20/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679591) (Short),BERZ, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.8,262.1,,0.01,,209.67,118713.51,1/24/2023,-8,26.21,0.1
 01/20/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (06367V204) (Short),FNGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.5,432.6,,0.01,,216.29,118713.51,1/24/2023,-5,43.26,0.1
 01/23/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRASHORT ENRGY (DUG) (Short),DUG, PROSHARES TR ULTRASHORT ENRGY,Short,-25.0,11.35,,0.01,,283.74,118713.51,1/25/2023,-25,11.35,1.0
 01/23/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRAPRO SHORT S 1 FOR ... (74347B110) (Short),SPXU, PROSHARES TR ULTRAPRO SHORT S 1 FOR 5 R,Short,-4.0,72.69999999999999,,0.01,,290.86,118713.51,1/25/2023,-20,14.54,0.2
 01/23/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-2.5,244.1,,0.02,,610.26,118713.51,1/25/2023,-25,24.41,0.1
 01/23/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,Short,-20.0,12.49,,0.01,,249.87,118713.51,1/25/2023,-20,12.49,1.0
